Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot242,"Всеволод Углов",hard,4,Completed,"New Gas","New Gas: Objective #1","1","18:58:35","18:58:57",
Bot242,"Всеволод Углов",hard,4,Completed,"New Gas","New Gas: Objective #3","1","18:59:02","18:59:14",
Bot242,"Всеволод Углов",hard,4,Completed,"New Gas","New Gas: Objective #2","1","18:59:19","18:59:48",
Bot242,"Всеволод Углов",hard,4,Completed,"Train Car","Train Car: Objective #1","1","18:59:53","19:01:09",
Bot242,"Всеволод Углов",hard,4,Completed,"Passage between Rocks","Passage between Rocks: Objective #1","1","19:01:14","19:01:41",
Bot242,"Всеволод Углов",hard,4,Active,"Container Building","Container Building: Objective #2","1","19:01:46","N/A",
Bot252,"Феликс Стрекалов",hard,32,Completed,"Container Building","Container Building: Objective #1","1","18:51:18","18:52:01",
Bot252,"Феликс Стрекалов",hard,32,Completed,"Container Building","Container Building: Objective #2","1","18:52:06","18:52:16",
Bot252,"Феликс Стрекалов",hard,32,Completed,"Storage Building","Storage Building: Objective #1","1","18:52:21","18:53:54",
Bot252,"Феликс Стрекалов",hard,32,Completed,"Storage Building","Storage Building: Objective #2","1","18:53:59","18:54:09",
Bot252,"Феликс Стрекалов",hard,32,Failed,"Short Cut","Short Cut: Objective #1","1","18:54:14","18:54:49",
Bot253,"Дмитрий Перевалов",hard,13,Completed,"Shaking up the Teller","Item Bank case","1","18:52:43","18:53:08",
Bot253,"Дмитрий Перевалов",hard,13,Failed,"Shaking up the Teller","Zone room214","1","18:53:13","18:53:28",
Bot253,"Дмитрий Перевалов",hard,13,Failed,"Chemical - Part 2","Item Sliderkey Secure Flash drive","1","18:53:33","18:54:13",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Operation Aquarius - Part 1","Zone room206_water","1","18:55:35","18:57:57",
Bot262,"Евгений Исмайлов",hard,10,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","18:58:02","18:58:13",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","18:58:18","18:59:13",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","18:59:18","18:59:20",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","18:59:26","18:59:35",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","18:59:40","19:01:01",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","19:01:06","19:01:14",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","19:01:19","19:01:37",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #10","1","19:01:42","19:01:55",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","19:02:00","19:03:34",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #7","2","19:03:39","19:05:47",
Bot262,"Евгений Исмайлов",hard,10,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #13","1","19:05:53","19:05:53",
Bot262,"Евгений Исмайлов",hard,10,Completed,"Dorms 3 Story","Dorms 3 Story: Objective #12","1","19:05:58","19:06:31",
Bot262,"Евгений Исмайлов",hard,10,Failed,"Dorms 3 Story","Dorms 3 Story: Objective #3","1","19:06:36","19:06:58",
Bot265,"Zane Galvez",hard,20,Failed,"Tigr Safari","Zone place_peacemaker_002_N1","1","18:56:35","18:57:07",
Bot265,"Zane Galvez",hard,20,Failed,"Tigr Safari","Zone place_peacemaker_002_N2","1","18:57:12","18:57:52",
Bot265,"Zane Galvez",hard,20,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","18:57:57","19:02:14",
Bot265,"Zane Galvez",hard,20,Failed,"Bridge Sniping","Bridge Sniping: Objective #1","2","19:02:19","19:08:34",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #9","2","18:57:15","18:59:18",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #6","1","18:59:23","18:59:26",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #1","1","18:59:32","18:59:40",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #2","1","18:59:45","18:59:46",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #3","1","18:59:51","19:00:02",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #8","1","19:00:08","19:00:08",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #4","1","19:00:13","19:00:37",
Bot268,"Mario Harrelson",hard,5,Failed,"Fortress","Fortress: Objective #7","1","19:00:42","19:00:42",
Bot273,"Dusty Foy",hard,22,Failed,"Power Switch","Power Switch: Objective #1","1","18:57:53","18:57:54",
Bot284,"Панкрат Кустов",hard,31,Active,"Power Switch","Power Switch: Objective #1","1","19:02:20","N/A",
Bot291,"Ashley Croteau",hard,17,Active,"Construction","Construction: Objective #1","1","19:03:43","N/A",
Bot292,"Tyrell Lamotte",hard,12,Completed,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","19:03:44","19:07:50",
Bot292,"Tyrell Lamotte",hard,12,Active,"Construction","Construction: Objective #1","1","19:07:55","N/A",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #7","1","19:04:19","19:05:37",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #2","1","19:05:42","19:05:45",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #4","1","19:05:50","19:05:54",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #5","1","19:05:59","19:06:17",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #6","1","19:06:22","19:07:37",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #1","1","19:07:42","19:08:19",
Bot294,"Horacio Steinberg",hard,15,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #3","1","19:08:24","19:08:47",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","19:08:52","19:08:59",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #10","1","19:09:04","19:09:33",
Bot294,"Horacio Steinberg",hard,15,Completed,"Dorms 2 Story","Dorms 2 Story: Objective #8","1","19:09:38","19:10:31",
Bot308,"Alfonzo Mullaney",hard,28,Active,"Crackhouse","Crackhouse: Objective #7","1","19:09:19","N/A",
Bot310,"Cordell Hanna",hard,13,Active,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","19:09:34","N/A",
Bot311,"Loyd Fugate",hard,14,Pending,"Dorms Camp 1","Dorms Camp 1: Objective #1","1","19:09:34","N/A",
Bot312,"Glen Luciani",hard,10,Pending,"Skeleton","Skeleton: Objective #2","1","19:09:36","N/A",
